SCHOOL_ID,Short_Name,the_geom,UNIT_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609761,CORLISS HS,POINT (-87.6030647265737 41.70745979095098),1860,821 E 103RD ST,HS,"9, 10, 11, 12",High School,-87.60306473,41.70745979
610355,COURTENAY,POINT (-87.67190823206832 41.957948065386276),7910,1726 W BERTEAU AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67190823,41.95794807
610378,CRANE AA,POINT (-87.68324932358739 41.87754245386475),7660,2245 W JACKSON BLVD,HS,"9, 10",High School,-87.68324932,41.87754246
609702,CRANE HS,POINT (-87.68324932358739 41.87754245386475),1270,2245 W JACKSON BLVD,HS,"PK, 8, 9, 10, 11, 12",High School,-87.68324932,41.87754246
609873,CROWN,POINT (-87.712415108217 41.852664514530666),2940,2128 S SAINT LOUIS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71241511,41.85266452
610003,CUFFE,POINT (-87.65357848980433 41.74245229722755),4090,8324 S RACINE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65357849,41.7424523
610004,CULLEN,POINT (-87.61118953997976 41.70033594464227),4100,10650 S EBERHART AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61118954,41.70033595
609756,CURIE HS,POINT (-87.72207655263867 41.80309202634252),1820,4959 S ARCHER AVE,HS,"9, 10, 11, 12",High School,-87.72207655,41.80309203
609900,CURTIS,POINT (-87.62165180243443 41.68537723787475),3160,32 E 115TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6216518,41.68537724
610239,DALEY,POINT (-87.6721513869609 41.802343277464566),6560,5024 S WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67215139,41.80234328
609875,DARWIN,POINT (-87.70541214315465 41.92328156186799),2960,3116 W BELDEN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70541214,41.92328156
610314,DAVIS DEVELOPMENTAL ECC,POINT (-87.57547780342821 41.72970769520475),7430,9101 S JEFFERY AVE,ES,PK,Elementary School,-87.5754778,41.7297077
610521,DAVIS MAGNET,POINT (-87.66647490706333 41.77122194639395),7000,6730 S PAULINA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66647491,41.77122195
609876,"DAVIS, N",POINT (-87.70020087573857 41.821810459759526),2970,3014 W 39TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70020088,41.82181046
609879,DAWES,POINT (-87.71735223248193 41.74503659566535),2980,3810 W 81ST PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71735223,41.7450366
610313,DE DIEGO,POINT (-87.68581129120003 41.90529300867329),7420,1313 N CLAREMONT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68581129,41.90529301
609950,DE DOMINGUEZ,POINT (-87.71713528171094 41.83879125226334),3630,3000 S LAWNDALE AVE,ES,"PK, K, 1, 2",Elementary School,-87.71713528,41.83879125
610320,DE DUPREY,POINT (-87.69301794669208 41.90665338762952),7510,2620 W HIRSCH ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69301795,41.90665339
610306,DE LA CRUZ,POINT (-87.68382405040207 41.849291048816646),7330,2317 W 23RD PL,MS,8,Elementary School,-87.68382405,41.84929105
609880,DECATUR,POINT (-87.70456340173766 42.0092879521799),2990,7030 N SACRAMENTO AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7045634,42.00928795
609881,DELANO,POINT (-87.72466226599238 41.87884008846329),3000,3937 W WILCOX ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72466227,41.87884009
609883,DENEEN,POINT (-87.62328961760655 41.762490990672184),3010,7240 S WABASH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62328962,41.76249099
610367,DEPRIEST,POINT (-87.76635261902653 41.877977811812144),8050,139 S PARKSIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76635262,41.87797781
610252,DETT,POINT (-87.68472504730745 41.88394754265568),6740,2306 W MAYPOLE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68472505,41.88394754
609884,DEVER,POINT (-87.81307641266915 41.94255275678364),3020,3436 N OSCEOLA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.81307641,41.94255276
610402,DEVRY HS,POINT (-87.69070627159759 41.94138855749236),6990,3300 N CAMPBELL AVE,HS,"11, 12",High School,-87.69070627,41.94138856
609885,DEWEY,POINT (-87.64270657256412 41.79564481079354),3030,5415 S UNION AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64270657,41.79564481
609874,DIRKSEN,POINT (-87.84104189057467 41.97375594267635),2950,8601 W FOSTER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.84104189,41.97375594
610363,DISNEY,POINT (-87.64602993128959 41.956827982909594),8000,4140 N MARINE DR,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64602993,41.95682798
610515,DISNEY II,POINT (-87.73069674886005 41.95046019220062),8045,3815 N KEDVALE AVE,ES,"PK, K, 1, 2",Elementary School,-87.73069675,41.95046019
609887,DIXON,POINT (-87.60992392890633 41.74367024777203),3040,8306 S SAINT LAWRENCE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60992393,41.74367025
609888,DODGE,POINT (-87.69301375694762 41.882889312443695),3050,2651 W WASHINGTON BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69301376,41.88288931
609891,DOOLITTLE,POINT (-87.61295874310883 41.83116032947466),3070,535 E 35TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61295874,41.83116033
609893,DORE,POINT (-87.78754944765424 41.78095560591984),3080,6108 S NATOMA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.78754945,41.78095561
610245,DOUGLASS HS,POINT (-87.76772353120563 41.890367545263835),6630,543 N WALLER AVE,HS,"9, 10, 11, 12",High School,-87.76772353,41.89036755
609894,DRAKE,POINT (-87.61767589403685 41.84379372498439),3100,2722 S DR MARTIN LUTHER KING JR DR,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61767589,41.84379373
609896,DRUMMOND,POINT (-87.67449586443576 41.9159549573002),3120,1845 W CORTLAND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67449586,41.91595496
610364,DUBOIS,POINT (-87.61431985097832 41.65369181454186),8010,330 E 133RD ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61431985,41.65369182
610263,DULLES,POINT (-87.61726916128667 41.77989972616218),6860,6311 S CALUMET AVE,ES,"PK, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61726916,41.77989973
610266,DUMAS,POINT (-87.60096313016993 41.77347853198431),6890,6650 S ELLIS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60096313,41.77347853
609676,DUNBAR HS,POINT (-87.61758239912037 41.840226377572414),1030,3000 S DR MARTIN LUTHER KING JR DR,HS,"9, 10, 11, 12",High School,-87.6175824,41.84022638
610188,DUNNE,POINT (-87.64002850715333 41.69649512830608),6050,10845 S UNION AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64002851,41.69649513
610352,DURKIN PARK,POINT (-87.7300102320566 41.73884295053945),7870,8445 S KOLIN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73001023,41.73884295
610042,DUSABLE - SHABAZZ,POINT (-87.62439222376328 41.8045590863143),4140,4934 S WABASH AVE,HS,"9, 10, 11",Charter,-87.62439222,41.80455909
610254,DVORAK,POINT (-87.71574408380515 41.8589246099821),6760,3615 W 16TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71574408,41.85892461
609736,DYETT HS,POINT (-87.61193183654119 41.8021183864179),1600,555 E 51ST ST,HS,"9, 10, 11, 12",High School,-87.61193184,41.80211839
610316,EARHART,POINT (-87.58218046252264 41.72606629895956),7450,1710 E 93RD ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.58218046,41.7260663
609897,EARLE,POINT (-87.66786899899142 41.78231043234791),3130,6121 S HERMITAGE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.667869,41.78231043
609898,EBERHART,POINT (-87.70795143842096 41.774379294209616),3140,3400 W 65TH PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70795144,41.7743793
609899,EBINGER,POINT (-87.8111673314806 42.00436680206842),3150,7350 W PRATT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.81116733,42.0043668
609901,EDGEBROOK,POINT (-87.76186954069269 41.99940184592073),3170,6525 N HIAWATHA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76186954,41.99940185
609794,EDISON,POINT (-87.70971912548096 41.971140649377666),2220,4929 N SAWYER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70971913,41.97114065
610523,EDISON PARK,POINT (-87.81371605838888 41.99423759724901),1234,6220 N OLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.81371606,41.9942376
609903,EDWARDS,POINT (-87.72591117415838 41.80554059283992),3200,4815 S KARLOV AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72591117,41.80554059
609904,ELLINGTON,POINT (-87.76508700536851 41.885006220788384),3220,224 N CENTRAL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76508701,41.88500622
609906,EMMET,POINT (-87.76323936329301 41.88030840989004),3230,5500 W MADISON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76323936,41.88030841
609743,ENGLEWOOD AA,POINT (-87.63503366312872 41.78150489219292),7960,6201 S STEWART AVE,HS,"9, 10",High School,-87.63503366,41.78150489
609742,ENGLEWOOD HS,POINT (-87.63503366312872 41.78150489219292),1680,6201 S STEWART AVE,HS,12,High School,-87.63503366,41.78150489
609907,ERICSON,POINT (-87.71578518591207 41.87570555650499),3240,3600 W 5TH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71578519,41.87570556
610398,ERIE CHARTER,POINT (-87.68989477855244 41.90030248060975),5780,2510 W CORTEZ ST,ES,"K, 1, 2, 3",Charter,-87.68989478,41.90030248
609908,ESMOND,POINT (-87.6691372928488 41.689457519978475),3250,1865 W MONTVALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66913729,41.68945752
609909,EVERETT,POINT (-87.68136532579818 41.83155428001469),3260,3419 S BELL AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.68136533,41.83155428
610319,EVERGREEN,POINT (-87.66787153186839 41.82935476162806),7490,3537 S PAULINA ST,MS,"6, 7, 8",Elementary School,-87.66787153,41.82935476
610362,EVERS,POINT (-87.63936039652876 41.71566455481403),7990,9811 S LOWE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6393604,41.71566456
610057,FAIRFIELD,POINT (-87.69217005015885 41.78090320257599),4660,6201 S FAIRFIELD AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69217005,41.7809032
609910,FALCONER,POINT (-87.74927552448976 41.935785801657524),3270,3020 N LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.74927552,41.9357858
610055,FARADAY,POINT (-87.70809103014314 41.879672436901096),4640,3250 W MONROE ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70809103,41.87967244
609912,FARNSWORTH,POINT (-87.76601650081281 41.979789492419485),3280,5414 N LINDER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7660165,41.97978949
609704,FARRAGUT HS,POINT (-87.70876066478658 41.84855888563044),1300,2345 S CHRISTIANA AVE,HS,"9, 10, 11, 12",High School,-87.70876067,41.84855889
609706,FENGER AA,POINT (-87.63751714433612 41.689951597717325),7970,11220 S WALLACE ST,HS,"9, 10",High School,-87.63751714,41.6899516
609705,FENGER HS,POINT (-87.63751714433612 41.689951597717325),1310,11220 S WALLACE ST,HS,"9, 10, 11, 12",High School,-87.63751714,41.6899516
609916,FERMI,POINT (-87.59039681299305 41.76779626683284),3320,1415 E 70TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.59039681,41.76779627
609917,FERNWOOD,POINT (-87.64046856839013 41.71118279465077),3330,10041 S UNION AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64046857,41.7111828
609918,FIELD,POINT (-87.67004056807778 42.00966270685643),3350,7019 N ASHLAND BLVD,MS,"4, 5, 6, 7, 8",Elementary School,-87.67004057,42.00966271
609967,FINKL,POINT (-87.6856128000687 41.84921572829709),3760,2332 S WESTERN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6856128,41.84921573
609919,FISKE,POINT (-87.60268815515902 41.78289152894538),3360,6145 S INGLESIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60268816,41.78289153
609708,FOREMAN HS,POINT (-87.75422166222975 41.93979582355312),1330,3235 N LECLAIRE AVE,HS,"9, 10, 11, 12",High School,-87.75422166,41.93979582
609924,FORT DEARBORN,POINT (-87.65553609264181 41.72967179348242),3400,9025 S THROOP ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65553609,41.72967179
609927,FOSTER PARK,POINT (-87.66804436213268 41.738426275539766),3430,8530 S WOOD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66804436,41.73842628
609915,FOUNDATIONS,POINT (-87.67819409333634 41.87876765658322),3310,2040 W ADAMS ST,ES,"K, 1, 2, 3, 4, 5, 6, 7",Elementary School,-87.67819409,41.87876766
609926,FRANKLIN,POINT (-87.63551396509827 41.90664114545446),3420,225 W EVERGREEN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63551396,41.90664115
610503,FRAZIER INTERNATIONAL BACCALAUREATE MAGNET SCHOOL,POINT (-87.72631402337511 41.86702737260089),5850,4027 W GRENSHAW ST,ES,"K, 1, 2, 3, 4, 5",Elementary School,-87.72631402,41.86702737
610500,FRAZIER PREPARATORY ACADEMY,POINT (-87.72631402337511 41.86702737260089),6650,4027 W GRENSHAW ST,ES,"PK, K, 1, 2, 3, 4, 5",Contract,-87.72631402,41.86702737
609928,FULLER,POINT (-87.61172901885834 41.81800389280356),3440,4214 S SAINT LAWRENCE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61172902,41.81800389
609929,FULTON,POINT (-87.6683809006764 41.797581616531566),3450,5300 S HERMITAGE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6683809,41.79758162
609930,FUNSTON,POINT (-87.71683655626951 41.91761724425434),3460,2010 N CENTRAL PARK AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.71683656,41.91761724
609709,GAGE PARK HS,POINT (-87.68889894891338 41.791013692088875),1340,5630 S ROCKWELL ST,HS,"9, 10, 11, 12",High School,-87.68889895,41.79101369
610399,GALAPAGOS CHARTER,POINT (-87.72195836223283 41.89727186558593),5840,3814 W IOWA ST,ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.72195836,41.89727187
609933,GALE,POINT (-87.67193560068985 42.02113164540436),3480,1631 W JONQUIL TER,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6719356,42.02113165
610009,GALILEO,POINT (-87.6533104900263 41.871255644919565),4160,820 S CARPENTER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65331049,41.87125565
609935,GALLISTEL,POINT (-87.53523023614189 41.70680111025107),3490,10347 S EWING AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.53523024,41.70680111
610128,"GARVEY, M",POINT (-87.64763208400156 41.7066020343075),5420,10309 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64763208,41.70660203
609937,"GARVY, J",POINT (-87.79629027430322 41.97635214279402),3510,5225 N OAK PARK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.79629027,41.97635214
609938,GARY,POINT (-87.71869526215886 41.83702400331535),3520,3740 W 31ST ST,MS,"PK, 3, 4, 5, 6, 7, 8",Elementary School,-87.71869526,41.837024
609939,GILLESPIE,POINT (-87.6237743658361 41.72533129691575),3530,9301 S STATE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62377437,41.7253313
610324,GLOBAL VISIONS HS,POINT (-87.55775893207843 41.733692372759215),7550,2710 E 89TH ST,HS,"9, 10, 11, 12",High School,-87.55775893,41.73369237
609942,GOETHE,POINT (-87.69284458479075 41.922831755298084),3560,2236 N ROCKWELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69284458,41.92283176
610348,GOLDBLATT,POINT (-87.73277710796896 41.87784892965016),7840,4257 W ADAMS ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73277711,41.87784893
609943,GOMPERS,POINT (-87.62249078052005 41.670618695613896),3570,12302 S STATE ST,MS,"4, 5, 6, 7, 8",Elementary School,-87.62249078,41.6706187
609913,GOODLOW,POINT (-87.67554642525567 41.78118400777913),3290,2040 W 62ND ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67554642,41.78118401
609945,GOUDY,POINT (-87.65785733810732 41.97581724315179),3590,5120 N WINTHROP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65785734,41.97581724
609947,GRAHAM ES,POINT (-87.64328922883048 41.81330482194764),3600,4436 S UNION AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64328923,41.81330482
609769,GRAHAM OCC HS,POINT (-87.6253698531189 41.84967457780555),1950,2347 S WABASH AVE,HS,"9, 10, 11, 12",High School,-87.62536985,41.84967458
609949,GRAY,POINT (-87.7570604775943 41.94876463547814),3620,3730 N LARAMIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75706048,41.94876464
609850,GREELEY,POINT (-87.65097893335222 41.952768356963546),2730,832 W SHERIDAN RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65097893,41.95276836
610032,"GREEN, W",POINT (-87.65249940438811 41.71925078425793),4410,1150 W 96TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6524994,41.71925078
609952,"GREENE, N",POINT (-87.67154739254629 41.82966840646441),3650,3525 S HONORE ST,ES,"K, 1, 2, 3, 4, 5",Elementary School,-87.67154739,41.82966841
609954,GREGORY,POINT (-87.7186666163999 41.87078332642114),3660,3715 W POLK ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71866662,41.87078333
609955,GRESHAM,POINT (-87.64497028611387 41.73892099738862),3670,8524 S GREEN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64497029,41.738921
609956,GRIMES,POINT (-87.75880187002117 41.77542310984753),3680,5450 W 64TH PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75880187,41.77542311
609944,GRISSOM,POINT (-87.55325181095775 41.662480942514165),3580,12810 S ESCANABA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.55325181,41.66248094
610283,GUGGENHEIM,POINT (-87.64917931344146 41.76389514276933),7050,7141 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64917931,41.76389514
609958,GUNSAULUS,POINT (-87.69930918014559 41.81300852354307),3690,4420 S SACRAMENTO AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69930918,41.81300852
609959,HAINES,POINT (-87.63380736008631 41.84999947199046),3700,247 W 23RD PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63380736,41.84999947
609960,HALE,POINT (-87.77652373923694 41.78019290452669),3710,6140 S MELVINA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77652374,41.78019291
609808,HALEY,POINT (-87.63368703174228 41.686658963065895),2360,11411 S EGGLESTON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63368703,41.68665896
609963,HAMILTON,POINT (-87.67086408172976 41.94517850430124),3730,1650 W CORNELIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67086408,41.94517851
609964,HAMLINE,POINT (-87.66122966314688 41.80724073478007),3740,4747 S BISHOP ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66122966,41.80724074
609966,HAMMOND,POINT (-87.69624407500673 41.85276029593451),3750,2819 W 21ST PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69624407,41.8527603
609807,HAMPTON,POINT (-87.70873020698082 41.753416034865346),2350,3434 W 77TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70873021,41.75341604
609694,HANCOCK HS,POINT (-87.724469709758 41.79142274747463),1200,4034 W 56TH ST,HS,"9, 10, 11, 12",High School,-87.72446971,41.79142275
610068,HANSON PARK,POINT (-87.76151604513798 41.923996411691135),4770,5411 W FULLERTON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76151605,41.92399641
609710,HARLAN HS,POINT (-87.62056850159902 41.718373019561945),1350,9652 S MICHIGAN AVE,HS,"7, 8, 9, 10, 11, 12",High School,-87.6205685,41.71837302
609711,HARPER HS,POINT (-87.66903431310013 41.7751249382835),1360,6520 S WOOD ST,HS,"9, 10, 11, 12",High School,-87.66903431,41.77512494
609969,HARTE,POINT (-87.58685386998245 41.793406081287046),3780,1556 E 56TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.58685387,41.79340608
609971,HARVARD,POINT (-87.63279183753934 41.757339836653166),3800,7525 S HARVARD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63279184,41.75733984
609972,HAUGAN,POINT (-87.72307288790697 41.964029420038926),3810,4540 N HAMLIN AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.72307289,41.96402942
609974,HAWTHORNE,POINT (-87.65776399591843 41.94227459873112),3830,3319 N CLIFTON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.657764,41.9422746
609975,HAY,POINT (-87.75575816821751 41.89917216451121),3840,1018 N LARAMIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75575817,41.89917217
609976,HAYT,POINT (-87.66850301538882 41.994499731113386),3850,1518 W GRANVILLE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66850302,41.99449973
609979,HEALY,POINT (-87.64028571059133 41.839595638955664),3880,3010 S PARNELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64028571,41.83959564
609981,HEARST,POINT (-87.74567105874803 41.8081759324742),3890,4640 S LAMON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74567106,41.80817593
609983,HEDGES,POINT (-87.67338226273392 41.80711124098283),3900,4747 S WINCHESTER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67338226,41.80711124
609985,HEFFERAN,POINT (-87.73580264845904 41.87870580906446),3910,4409 W WILCOX ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73580265,41.87870581
609986,HENDERSON,POINT (-87.67183231366329 41.790592088063114),3920,5650 S WOLCOTT AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67183231,41.79059209
609987,HENDRICKS,POINT (-87.6336094636734 41.81578870775737),3930,4316 S PRINCETON AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63360946,41.81578871
609988,HENRY,POINT (-87.71557723361417 41.958989769804845),3940,4250 N SAINT LOUIS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.71557723,41.95898977
400042,HENRY FORD CHARTER,POINT (-87.70955482637596 41.869975746162716),1165,3333 W ARTHINGTON ST,HS,9,Charter,-87.70955483,41.86997575
610240,HENSON,POINT (-87.72149470991292 41.86356557309062),6570,1326 S AVERS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72149471,41.86356557
609989,HERBERT,POINT (-87.68031633303475 41.879910970732524),3950,2131 W MONROE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68031633,41.87991097
609991,HERZL,POINT (-87.71825669927122 41.862323372642436),3970,3711 W DOUGLAS BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7182567,41.86232337
609994,HIBBARD,POINT (-87.71036082285161 41.97029407702578),4000,3244 W AINSLIE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.71036082,41.97029408
610295,HIGGINS,POINT (-87.64693914259645 41.68103237333384),7210,11710 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64693914,41.68103237
610299,HINTON,POINT (-87.64133324883124 41.765293824180716),7250,644 W 71ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64133325,41.76529383
609712,HIRSCH HS,POINT (-87.60167232468072 41.75374932768906),1380,7740 S INGLESIDE AVE,HS,"9, 10, 11, 12",High School,-87.60167232,41.75374933
609995,HITCH,POINT (-87.77917821694437 41.98367235944452),4010,5625 N MCVICKER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77917822,41.98367236
609996,HOLDEN,POINT (-87.65379074681469 41.83798623480321),4020,1104 W 31ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65379075,41.83798624
609997,HOLMES,POINT (-87.64979636798643 41.79382880355234),4030,955 W GARFIELD BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64979637,41.7938288
