School_ID,Network,Short_Name,the_geom,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
609852,Network 2,CHAPPELL,POINT (-87.68326359190789 41.97589429991424),2135 W FOSTER AVE,60625,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9758943,-87.68326359,1(773)534-2390,2,LINCOLN SQUARE,40,Patrick O'Connor
609853,Network 4,CHASE,POINT (-87.69456225149781 41.91799265283444),2021 N POINT ST,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.91799265,-87.69456225,1(773)534-4185,4,LOGAN SQUARE,1,Proco (Joe) Moreno III
610148,ISP,CHAVEZ,POINT (-87.66603693425228 41.80714283064575),4747 S MARSHFIELD AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80714283,-87.66603693,1(773)535-4600,8,NEW CITY,20,Willie B. Cochran
400022,Contract,CHIARTS HS,POINT (-87.69494501176021 41.89937657239439),2714 W AUGUSTA BLVD,60622,Contract,HS,"9, 10, 11, 12",41.89937657,-87.69494501,1(773)534-9710,5,WEST TOWN,26,Roberto Maldonado
610248,AUSL,CHICAGO ACADEMY ES,POINT (-87.77818680275425 41.94305591932024),3400 N AUSTIN AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94305592,-87.7781868,1(773)534-3885,1,DUNNING,36,Nicholas Sposato
610340,AUSL,CHICAGO ACADEMY HS,POINT (-87.77684656598319 41.94305449025786),3400 N AUSTIN AVE,60634,District,HS,"9, 10, 11, 12",41.94305449,-87.77684657,1(773)534-0146,1,DUNNING,36,Nicholas Sposato
609753,ISP,CHICAGO AGRICULTURE HS,POINT (-87.71776967268775 41.69122074178622),3857 W 111TH ST,60655,District,HS,"9, 10, 11, 12",41.69122074,-87.71776967,1(773)535-2500,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
400161,Charter,CHICAGO COLLEGIATE,POINT (-87.61796787063743 41.679318442476),11816 S INDIANA AVE,60628,Charter,HS,"4, 5, 6, 7, 8, 9",41.67931844,-87.61796787,1(773)536-9098,13,WEST PULLMAN,9,Anthony A. Beale
400035,Charter,CHICAGO MATH & SCIENCE HS,POINT (-87.67481841837879 42.013031488980566),7212 N CLARK ST,60626,Charter,HS,"6, 7, 8, 9, 10, 11, 12",42.01303149,-87.67481842,1(773)761-8960,2,ROGERS PARK,49,Joe A. Moore
609754,Network 6,CHICAGO MILITARY HS,POINT (-87.61921554223582 41.83055497708962),3519 S GILES AVE,60653,District,HS,"9, 10, 11, 12",41.83055498,-87.61921554,1(773)534-9750,9,DOUGLAS,3,Patricia R. Dowell
400091,Contract,CHICAGO TECH HS,POINT (-87.65909480292642 41.86330140822328),1301 W 14TH ST,60608,Contract,HS,"9, 10, 11, 12",41.86330141,-87.6590948,1(773)534-7755,6,NEAR WEST SIDE,25,Daniel S. Solis
400036,Charter,CHICAGO VIRTUAL,POINT (-87.64977248488317 41.88055011182431),38 S PEORIA ST,60607,Charter,HS,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",41.88055011,-87.64977248,1(312)267-4486,6,NEAR WEST SIDE,25,Daniel S. Solis
609674,Network 12,CHICAGO VOCATIONAL HS,POINT (-87.57326751568073 41.73717393358173),2100 E 87TH ST,60617,District,HS,"9, 10, 11, 12",41.73717393,-87.57326752,1(773)535-6100,12,AVALON PARK,8,Michelle A. Harris
609854,Network 5,CHOPIN,POINT (-87.68893676245328 41.89671268815487),2450 W RICE ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89671269,-87.68893676,1(773)534-4080,5,WEST TOWN,26,Roberto Maldonado
609855,Network 8,CHRISTOPHER,POINT (-87.68560700306816 41.80165862417512),5042 S ARTESIAN AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.80165863,-87.685607,1(773)535-9375,8,GAGE PARK,14,Edward M. Burke
400159,Charter,CHRISTOPHER HOUSE,POINT (-87.75752152784457 41.9221811558643),5235 W BELDEN AVE,60639,Charter,ES,"K, 1, 2, 3, 4, 5",41.92218116,-87.75752153,1(773)472-1083,3,BELMONT CRAGIN,36,Nicholas Sposato
400023,Charter,CICS - AVALON/SOUTH SHORE,POINT (-87.58792764149399 41.74317941977078),1501 E 83RD PL,60619,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.74317942,-87.58792764,1(773)721-0858,12,AVALON PARK,8,Michelle A. Harris
400024,Charter,CICS - BASIL,POINT (-87.67024265731233 41.79404286369821),1816 W GARFIELD BLVD,60609,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.79404286,-87.67024266,1(773)778-9455,11,NEW CITY,16,JoAnn Thompson
400092,Charter,CICS - BOND,POINT (-87.60503910190955 41.653663449416015),13300 S LANGLEY AVE,60827,Charter,ES,"K, 1, 2, 3, 4, 5, 6",41.65366345,-87.6050391,1(773)468-1300,13,RIVERDALE,9,Anthony A. Beale
400025,Charter,CICS - BUCKTOWN,POINT (-87.68135796494731 41.92241462911477),2235 N HAMILTON AVE,60647,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.92241463,-87.68135796,1(773)645-3321,6,LOGAN SQUARE,32,Scott Waguespack
400113,Charter,CICS - CHICAGOQUEST HS,POINT (-87.6455614997251 41.90779679504793),1443 N OGDEN AVE,60610,Charter,HS,"9, 10, 11, 12",41.9077968,-87.6455615,1(773)565-2100,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
400032,Charter,CICS - ELLISON HS,POINT (-87.66897963900723 41.74838240757893),1817 W 80TH ST,60620,Charter,HS,"9, 10, 11, 12",41.74838241,-87.66897964,1(773)478-4434,11,AUBURN GRESHAM,17,Latasha R. Thomas
400027,Charter,CICS - IRVING PARK,POINT (-87.71049242850188 41.95089127467508),3820 N SPAULDING AVE,60618,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.95089128,-87.71049243,1(773)433-5000,1,IRVING PARK,33,Deborah Mell
400033,Charter,CICS - LONGWOOD,POINT (-87.65576813292576 41.72122143220191),1309 W 95TH ST,60643,Charter,HS,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",41.72122143,-87.65576813,1(773)238-5330,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
400026,Charter,CICS - LOOMIS,POINT (-87.65756105861855 41.72024642296584),9535 S LOOMIS ST,60643,Charter,ES,"K, 1, 2",41.72024642,-87.65756106,1(773)429-8955,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
400034,Charter,CICS - NORTHTOWN HS,POINT (-87.72650426434443 41.99024501132617),3900 W PETERSON AVE,60659,Charter,HS,"9, 10, 11, 12",41.99024501,-87.72650426,1(773)478-3655,1,NORTH PARK,39,Margaret Laurino
400028,Charter,CICS - PRAIRIE,POINT (-87.61688838173549 41.684433037932656),11530 S PRAIRIE AVE,60628,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.68443304,-87.61688838,1(773)928-0480,13,WEST PULLMAN,9,Anthony A. Beale
400029,Charter,CICS - WASHINGTON PARK,POINT (-87.62126075301158 41.784126396805284),110 E 61ST ST,60637,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7841264,-87.62126075,1(773)324-3300,9,WASHINGTON PARK,20,Willie B. Cochran
400030,Charter,CICS - WEST BELDEN,POINT (-87.77674853946418 41.92168749461324),2245 N MCVICKER AVE,60639,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9216875,-87.77674854,1(773)637-9430,3,BELMONT CRAGIN,36,Nicholas Sposato
400031,Charter,CICS - WRIGHTWOOD,POINT (-87.69261439881286 41.74536544990311),8130 S CALIFORNIA AVE,60652,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.74536545,-87.6926144,1(773)434-4575,10,ASHBURN,18,Lona Lane
610347,Network 10,CLAREMONT,POINT (-87.68106119770613 41.777510507274556),2300 W 64TH ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77751051,-87.6810612,1(773)535-8110,10,CHICAGO LAWN,16,JoAnn Thompson
609795,Network 3,CLARK ES,POINT (-87.77041752738367 41.867812567517284),1045 S MONITOR AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.86781257,-87.77041753,1(773)534-6225,3,AUSTIN,29,Chris Taliaferro
610244,Network 3,CLARK HS,POINT (-87.75332487134204 41.87288500496833),5101 W HARRISON ST,60644,District,HS,"9, 10, 11, 12",41.87288501,-87.75332487,1(773)534-6250,3,AUSTIN,29,Chris Taliaferro
609856,Network 13,CLAY,POINT (-87.54461359769068 41.654558148396525),13231 S BURLEY AVE,60633,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.65455815,-87.5446136,1(773)535-5600,13,HEGEWISCH,10,Susie Sadlowski Garza
609759,Network 5,CLEMENTE HS,POINT (-87.68690614585311 41.9026257915793),1147 N WESTERN AVE,60622,District,HS,"9, 10, 11, 12",41.90262579,-87.68690615,1(773)534-4000,5,WEST TOWN,1,Proco (Joe) Moreno III
609857,Network 1,CLEVELAND,POINT (-87.70644252546367 41.95204212082533),3121 W BYRON ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95204212,-87.70644253,1(773)534-5130,1,IRVING PARK,33,Deborah Mell
609859,Network 2,CLINTON,POINT (-87.69835995432015 41.99254135950569),6110 N FAIRFIELD AVE,60659,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99254136,-87.69835995,1(773)534-2025,2,WEST RIDGE,40,Patrick O'Connor
609861,Network 10,CLISSOLD,POINT (-87.6808967872205 41.693026005644974),2350 W 110TH PL,60643,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.69302601,-87.68089679,1(773)535-2560,10,MORGAN PARK,19,Matthew J. O'Shea
610199,Network 13,COLEMON,POINT (-87.65811083885912 41.677505446427055),1441 W 119TH ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.67750545,-87.65811084,1(773)535-3975,13,WEST PULLMAN,34,Carrie M. Austin
609862,Network 12,COLES,POINT (-87.56596977182141 41.74141280641801),8441 S YATES BLVD,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74141281,-87.56596977,1(773)535-6550,12,SOUTH CHICAGO,7,Gregory Mitchell
610499,AUSL,COLLINS HS,POINT (-87.7020415857877 41.86414856686577),1313 S SACRAMENTO DR,60623,District,HS,"9, 10, 11, 12",41.86414857,-87.70204159,1(773)534-1840,5,NORTH LAWNDALE,24,Michael D. Chandler
610170,Network 8,COLUMBIA EXPLORERS,POINT (-87.70419859113254 41.811068609241815),4520 S KEDZIE AVE,60632,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.81106861,-87.70419859,1(773)535-4050,8,BRIGHTON PARK,14,Edward M. Burke
609863,ISP,COLUMBUS,POINT (-87.681938049323 41.89956577485199),1003 N LEAVITT ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.89956578,-87.68193805,1(773)534-4350,5,WEST TOWN,2,Bob Fioretti
609864,Network 11,COOK,POINT (-87.65977458980146 41.74523702141981),8150 S BISHOP ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74523702,-87.65977459,1(773)535-3315,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
609866,Network 2,COONLEY,POINT (-87.68376530076175 41.95555319469823),4046 N LEAVITT ST,60618,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9555532,-87.6837653,1(773)534-5140,2,NORTH CENTER,47,Ameya Pawar
609867,Network 7,COOPER,POINT (-87.66722708445998 41.85603119195194),1624 W 19TH ST,60608,District,ES,"PK, K, 1, 2, 3, 4, 5",41.85603119,-87.66722708,1(773)534-7205,7,LOWER WEST SIDE,25,Daniel S. Solis
609870,Network 7,CORKERY,POINT (-87.73119286568263 41.84560242144964),2510 S KILDARE AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84560242,-87.73119287,1(773)534-1650,7,SOUTH LAWNDALE,22,Ricardo Munoz
609761,Network 13,CORLISS HS,POINT (-87.60121587665988 41.70665961641773),821 E 103RD ST,60628,District,HS,"9, 10, 11, 12",41.70665962,-87.60121588,1(773)535-5115,13,PULLMAN,9,Anthony A. Beale
610355,Network 2,COURTENAY,POINT (-87.66385296311167 41.96230777171522),4420 N BEACON ST,60640,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.96230777,-87.66385296,1(773)534-5790,2,UPTOWN,46,James Cappleman
610561,Network 6,CRANE MEDICAL HS,POINT (-87.6833013465923 41.87694744316895),2245 W JACKSON BLVD,60612,District,HS,"9, 10, 11, 12",41.87694744,-87.68330135,1(773)534-7600,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609873,Network 5,CROWN,POINT (-87.71247015061276 41.85266348767926),2128 S SAINT LOUIS AVE,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85266349,-87.71247015,1(773)534-1680,5,NORTH LAWNDALE,24,Michael D. Chandler
610003,Network 11,CUFFE,POINT (-87.6536334470717 41.74245162654451),8324 S RACINE AVE,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74245163,-87.65363345,1(773)535-8250,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
610004,Network 13,CULLEN,POINT (-87.611244458428 41.70033514086694),10650 S EBERHART AVE,60628,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.70033514,-87.61124446,1(773)535-5375,13,ROSELAND,9,Anthony A. Beale
609756,Network 8,CURIE HS,POINT (-87.72204165467807 41.803060206697396),4959 S ARCHER AVE,60632,District,HS,"9, 10, 11, 12",41.80306021,-87.72204165,1(773)535-2100,8,ARCHER HEIGHTS,14,Edward M. Burke
609900,AUSL,CURTIS,POINT (-87.6216526075813 41.68541839968939),32 E 115TH ST,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6854184,-87.62165261,1(773)535-5050,13,ROSELAND,9,Anthony A. Beale
610239,Network 8,DALEY,POINT (-87.67220640216625 41.802342867518746),5024 S WOLCOTT AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80234287,-87.6722064,1(773)535-9091,8,NEW CITY,20,Willie B. Cochran
609875,ISP,DARWIN,POINT (-87.70541291384822 41.923322716802375),3116 W BELDEN AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.92332272,-87.70541291,1(773)534-4110,4,LOGAN SQUARE,32,Scott Waguespack
610521,Network 11,DAVIS M,POINT (-87.66652988325733 41.771221111228726),6740 S PAULINA ST,60636,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.77122111,-87.66652988,1(773)535-9120,11,WEST ENGLEWOOD,16,JoAnn Thompson
609876,Network 8,DAVIS N,POINT (-87.70020216026171 41.82185161377397),3014 W 39TH PL,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.82185161,-87.70020216,1(773)535-4540,8,BRIGHTON PARK,12,George A. Cardenas
609879,Network 10,DAWES,POINT (-87.71735342363266 41.74507775134669),3810 W 81ST PL,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74507775,-87.71735342,1(773)535-2350,10,ASHBURN,18,Lona Lane
610313,Network 5,DE DIEGO,POINT (-87.6857562038488 41.90529385315727),1313 N CLAREMONT AVE,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.90529385,-87.6857562,1(773)534-4451,5,WEST TOWN,1,Proco (Joe) Moreno III
609880,Network 2,DECATUR,POINT (-87.7046185932244 42.00928855699754),7030 N SACRAMENTO AVE,60645,District,ES,"K, 1, 2, 3, 4, 5, 6",42.00928856,-87.70461859,1(773)534-2201,2,WEST RIDGE,50,Debra L. Silverstein
609883,AUSL,DENEEN,POINT (-87.62334458926513 41.76249026346902),7240 S WABASH AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.76249026,-87.62334459,1(773)535-3035,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
610367,Network 3,DEPRIEST,POINT (-87.76629755455644 41.8779788328372),139 S PARKSIDE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87797883,-87.76629755,1(773)534-6800,3,AUSTIN,29,Chris Taliaferro
610252,Network 6,DETT,POINT (-87.6803149665699 41.87986982005957),2131 W MONROE ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87986982,-87.68031497,1(773)534-7160,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609884,Network 1,DEVER,POINT (-87.81313152528315 41.94255166950198),3436 N OSCEOLA AVE,60634,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.94255167,-87.81313153,1(773)534-3090,1,DUNNING,38,Timothy M. Cullerton
610402,ISP,DEVRY HS,POINT (-87.69076139189741 41.94138763973928),3300 N CAMPBELL AVE,60618,District,HS,"11, 12",41.94138764,-87.69076139,1(773)697-2216,4,NORTH CENTER,47,Ameya Pawar
609885,AUSL,DEWEY,POINT (-87.6426515784289 41.79564568303255),5415 S UNION AVE,60609,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.79564568,-87.64265158,1(773)535-1666,11,NEW CITY,20,Willie B. Cochran
609874,Network 1,DIRKSEN,POINT (-87.84104144264982 41.973714776786956),8601 W FOSTER AVE,60656,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97371478,-87.84104144,1(773)534-1090,1,OHARE,41,Mary O'Connor
610363,ISP,DISNEY,POINT (-87.6460827440443 41.95681613022009),4140 N MARINE DR,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.95681613,-87.64608274,1(773)534-5840,2,UPTOWN,46,James Cappleman
610515,Network 1,DISNEY II ES,POINT (-87.73067837614433 41.95046050541308),3815 N KEDVALE AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.95046051,-87.73067838,1(773)534-3750,1,IRVING PARK,45,John Arena
610564,ISP,DISNEY II HS,POINT (-87.72136351133383 41.95248766939361),3900 N LAWNDALE AVE,60618,District,HS,"7, 8, 9, 10, 11, 12",41.95248767,-87.72136351,1(773)534-5010,1,IRVING PARK,45,John Arena
609887,Network 12,DIXON,POINT (-87.6099788745453 41.74366924135812),8306 S SAINT LAWRENCE AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.74366924,-87.60997887,1(773)535-3834,12,CHATHAM,6,Roderick T. Sawyer
609891,Network 9,DOOLITTLE,POINT (-87.61227454299049 41.83112062833841),535 E 35TH ST,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.83112063,-87.61227454,1(773)535-1040,9,DOUGLAS,4,"William ""Will"" D. Burns"
609893,Network 10,DORE,POINT (-87.78760442131032 41.78095446341107),6108 S NATOMA AVE,60638,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78095446,-87.78760442,1(773)535-2080,10,CLEARING,13,Marty Quinn
610245,Network 3,DOUGLASS HS,POINT (-87.76766845556021 41.89036862899963),543 N WALLER AVE,60644,District,HS,"9, 10, 11, 12",41.89036863,-87.76766846,1(773)534-6176,3,AUSTIN,29,Chris Taliaferro
609894,Network 9,DRAKE,POINT (-87.6285534465876 41.84404331209266),2710 S DEARBORN ST,60616,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.84404331,-87.62855345,1(773)534-9129,9,DOUGLAS,3,Patricia R. Dowell
609896,Network 6,DRUMMOND,POINT (-87.67449459893486 41.915913801094945),1845 W CORTLAND ST,60622,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9159138,-87.6744946,1(773)534-4120,6,LOGAN SQUARE,32,Scott Waguespack
610364,Network 13,DUBOIS,POINT (-87.61432001021883 41.653732980686485),330 E 133RD ST,60827,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.65373298,-87.61432001,1(773)535-5582,13,RIVERDALE,9,Anthony A. Beale
610263,AUSL,DULLES,POINT (-87.6172141790608 41.779900493583106),6311 S CALUMET AVE,60637,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77990049,-87.61721418,1(773)535-0690,9,GREATER GRAND CROSSING,20,Willie B. Cochran
609676,Network 9,DUNBAR HS,POINT (-87.61763743460318 41.84022557168194),3000 S KING DR,60616,District,HS,"9, 10, 11, 12",41.84022557,-87.61763743,1(773)534-9000,9,DOUGLAS,4,"William ""Will"" D. Burns"
610188,Network 13,DUNNE,POINT (-87.63997360422805 41.69649616292765),10845 S UNION AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.69649616,-87.6399736,1(773)535-5517,13,ROSELAND,34,Carrie M. Austin
610352,Network 10,DURKIN PARK,POINT (-87.72995529240711 41.73884394057011),8445 S KOLIN AVE,60652,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.73884394,-87.72995529,1(773)535-2322,10,ASHBURN,18,Lona Lane
610254,AUSL,DVORAK,POINT (-87.71574357179486 41.85888344613877),3615 W 16TH ST,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.85888345,-87.71574357,1(773)534-1690,5,NORTH LAWNDALE,24,Michael D. Chandler
610587,ISP,DYETT ARTS HS,POINT (-87.6122391052473 41.80120416594358),555 E 51ST ST,60615,District,HS,"9, 10",41.80120417,-87.61223911,(773)535-1825,9,WASHINGTON PARK,4,"William ""Will"" D. Burns"
610316,Network 12,EARHART,POINT (-87.58218173785268 41.726107454791666),1710 E 93RD ST,60617,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.72610746,-87.58218174,1(773)535-6416,12,CALUMET HEIGHTS,8,Michelle A. Harris
609897,Network 11,EARLE,POINT (-87.67554666012475 41.78122517253027),2040 W 62ND ST,60636,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.78122517,-87.67554666,1(773)535-9130,11,WEST ENGLEWOOD,16,JoAnn Thompson
609898,Network 10,EBERHART,POINT (-87.70795263348174 41.774420451594345),3400 W 65TH PL,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.77442045,-87.70795263,1(773)535-9190,10,CHICAGO LAWN,23,Michael R. Zalewski
609899,ISP,EBINGER,POINT (-87.81116978485632 42.004407921137776),7350 W PRATT AVE,60631,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",42.00440792,-87.81116978,1(773)534-1070,1,EDISON PARK,41,Mary O'Connor
609901,Network 1,EDGEBROOK,POINT (-87.7618404744351 41.99943683277353),6525 N HIAWATHA AVE,60646,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.99943683,-87.76184047,1(773)534-1194,1,FOREST GLEN,41,Mary O'Connor
609794,Network 1,EDISON,POINT (-87.70930366577336 41.97150609649997),4929 N SAWYER AVE,60625,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9715061,-87.70930367,1(773)534-0540,1,ALBANY PARK,33,Deborah Mell
610523,Network 1,EDISON PARK,POINT (-87.81377123403563 41.99423794962509),6220 N OLCOTT AVE,60631,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.99423795,-87.81377123,1(773)534-0960,1,NORWOOD PARK,41,Mary O'Connor
609903,ISP,EDWARDS,POINT (-87.72585617790203 41.805541539105775),4815 S KARLOV AVE,60632,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.80554154,-87.72585618,1(773)535-4875,8,ARCHER HEIGHTS,14,Edward M. Burke
609904,Network 3,ELLINGTON,POINT (-87.76658937771538 41.88552957975924),243 N PARKSIDE AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.88552958,-87.76658938,1(773)534-6361,3,AUSTIN,29,Chris Taliaferro
400094,Charter,EPIC HS,POINT (-87.55022236950532 41.744849105595485),8255 S HOUSTON AVE,60617,Charter,HS,"9, 10, 11, 12",41.74484911,-87.55022237,1(773)535-7930,12,SOUTH CHICAGO,7,Gregory Mitchell
609907,Network 5,ERICSON,POINT (-87.7158044315032 41.87574412263659),3600 W 5TH AVE,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87574412,-87.71580443,1(773)534-6660,5,EAST GARFIELD PARK,28,Jason C. Ervin
400039,Charter,ERIE,POINT (-87.69436444522483 41.90677063476995),1405 N WASHTENAW AVE,60622,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.90677064,-87.69436445,1(773)486-7161,5,WEST TOWN,1,Proco (Joe) Moreno III
609908,Network 10,ESMOND,POINT (-87.66915866999116 41.68941960556063),1865 W MONTVALE AVE,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.68941961,-87.66915867,1(773)535-2650,10,MORGAN PARK,19,Matthew J. O'Shea
609909,Network 8,EVERETT,POINT (-87.68131030372447 41.83155516065107),3419 S BELL AVE,60608,District,ES,"PK, K, 1, 2, 3, 4, 5",41.83155516,-87.6813103,1(773)535-4550,8,MCKINLEY PARK,12,George A. Cardenas
610319,Network 8,EVERGREEN,POINT (-87.66781651175461 41.82935561870738),3537 S PAULINA ST,60609,District,ES,"6, 7, 8",41.82935562,-87.66781651,1(773)535-4836,8,MCKINLEY PARK,12,George A. Cardenas
610362,Network 11,EVERS,POINT (-87.63930546895577 41.715665357544054),9811 S LOWE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.71566536,-87.63930547,1(773)535-2565,11,WASHINGTON HEIGHTS,34,Carrie M. Austin
610057,Network 10,FAIRFIELD,POINT (-87.69211506377934 41.780903897781826),6201 S FAIRFIELD AVE,60629,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7809039,-87.69211506,1(773)535-9500,10,CHICAGO LAWN,16,JoAnn Thompson
609910,Network 3,FALCONER,POINT (-87.74933062514465 41.93578457297129),3020 N LAMON AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.93578457,-87.74933063,1(773)534-3560,3,BELMONT CRAGIN,31,Ray Suarez
610055,Network 5,FARADAY,POINT (-87.70809202044725 41.87971359062364),3250 W MONROE ST,60624,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.87971359,-87.70809202,1(773)534-6670,5,EAST GARFIELD PARK,28,Jason C. Ervin
609912,Network 1,FARNSWORTH,POINT (-87.7660716581908 41.979790054887566),5414 N LINDER AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.97979006,-87.76607166,1(773)534-3535,1,JEFFERSON PARK,45,John Arena
609704,Network 7,FARRAGUT HS,POINT (-87.70870563225235 41.84855987384877),2345 S CHRISTIANA AVE,60623,District,HS,"PK, 9, 10, 11, 12",41.84855987,-87.70870563,1(773)534-1300,7,SOUTH LAWNDALE,22,Ricardo Munoz
609705,Network 13,FENGER HS,POINT (-87.63757205080117 41.68995072454672),11220 S WALLACE ST,60628,District,HS,"9, 10, 11, 12",41.68995073,-87.63757205,1(773)535-5430,13,ROSELAND,34,Carrie M. Austin
